high,low,volume,close,open,time
1465.9,1432.85,9159327.0,1456.1,1439.95,1645727400000
1474.95,1407.15,11815383.0,1419.4,1449.9,1645641000000
1525.7,1495.65,4514781.0,1500.9,1525.1,1645554600000
1522.1,1487.95,4768098.0,1510.7,1489.8,1645468200000
1530.7,1495.55,3734033.0,1522.1,1504.0,1645381800000
1517.0,1490.45,3898064.0,1512.35,1498.3,1645122600000
1522.0,1502.0,3675604.0,1506.5,1513.1,1645036200000
1534.75,1507.0,5016132.0,1515.75,1534.35,1644949800000
1524.9,1473.05,6567533.0,1517.8,1476.0,1644863400000
1499.45,1469.3,7328310.0,1473.7,1490.0,1644777000000
1525.0,1499.5,5355552.0,1518.85,1500.25,1644517800000
1535.5,1501.65,7157265.0,1525.1,1514.0,1644431400000
1499.7,1467.0,5654171.0,1497.6,1474.0,1644345000000
1478.45,1444.55,6990565.0,1461.85,1476.4,1644258600000
1519.0,1460.0,6134021.0,1468.15,1512.1,1644172200000
1532.85,1514.1,5789979.0,1524.0,1528.4,1643913000000
1539.95,1509.0,5282381.0,1515.35,1528.75,1643826600000
1535.0,1505.6,6984645.0,1531.2,1511.95,1643740200000
1517.0,1473.45,7369742.0,1497.0,1508.5,1643653800000
1491.55,1466.8,6421273.0,1485.7,1472.75,1643567400000
1486.7,1460.0,12462604.0,1463.25,1477.5,1643308200000
1485.0,1435.0,14308919.0,1474.95,1450.0,1643221800000
1495.0,1444.0,6797124.0,1488.05,1458.65,1643049000000
1521.25,1467.55,5934254.0,1486.65,1509.95,1642962600000
1529.8,1485.6,5768847.0,1521.6,1500.0,1642703400000
1528.5,1500.1,7598923.0,1509.0,1528.45,1642617000000
1539.75,1513.35,7158813.0,1518.45,1534.0,1642530600000
1550.9,1523.0,6170576.0,1529.25,1533.0,1642444200000
1556.0,1519.15,11494686.0,1521.5,1530.0,1642357800000
1548.7,1519.0,5604484.0,1545.15,1530.0,1642098600000
1555.0,1520.4,20981948.0,1528.0,1555.0,1642012200000
1576.65,1552.0,10542765.0,1556.65,1568.0,1641925800000
1568.7,1547.8,4194599.0,1565.9,1561.55,1641839400000
1572.0,1545.5,4428248.0,1559.15,1558.0,1641753000000
1566.75,1535.9,5589692.0,1550.55,1544.0,1641493800000
1554.75,1530.05,4814465.0,1539.75,1543.0,1641407400000
1572.0,1528.1,7166319.0,1564.85,1536.8,1641321000000
1532.9,1507.8,4428676.0,1528.55,1520.0,1641234600000
1523.0,1480.5,4534592.0,1519.65,1485.0,1641148200000
1484.8,1461.5,3162868.0,1479.4,1461.5,1640889000000
1466.85,1445.0,3607959.0,1461.5,1458.5,1640802600000
1461.0,1447.4,3834351.0,1453.85,1456.05,1640716200000
1466.9,1453.4,2725339.0,1460.8,1460.7,1640629800000
1454.0,1422.15,2352549.0,1450.8,1428.9,1640543400000
1452.0,1428.0,2780512.0,1438.9,1445.5,1640284200000
1457.8,1436.85,4889583.0,1444.1,1453.25,1640197800000
1456.0,1435.7,4288742.0,1445.2,1452.3,1640111400000
1450.75,1430.0,4559375.0,1441.8,1439.5,1640025000000
1458.0,1414.1,10578334.0,1425.65,1452.0,1639938600000
1506.0,1467.7,7497384.0,1473.05,1497.0,1639679400000
1517.0,1494.0,6605216.0,1500.1,1512.8,1639593000000
1523.35,1495.65,5057574.0,1500.0,1503.0,1639506600000
1516.0,1497.05,4595550.0,1502.45,1502.5,1639420200000
1537.65,1507.2,5161071.0,1511.15,1526.0,1639333800000
1528.0,1508.45,3889692.0,1522.55,1524.9,1639074600000
1554.7,1522.0,5873872.0,1526.85,1545.2,1638988200000
1555.05,1534.0,7647767.0,1553.8,1536.0,1638901800000
1532.0,1509.9,6213767.0,1525.7,1513.95,1638815400000
1518.8,1497.35,3514766.0,1503.8,1513.0,1638729000000
1535.95,1507.05,4062347.0,1513.55,1525.8,1638469800000
1528.8,1500.0,5601555.0,1525.75,1504.5,1638383400000
1507.05,1489.1,4338817.0,1504.65,1495.0,1638297000000
1529.0,1486.55,12610771.0,1493.55,1495.0,1638210600000
1507.65,1462.0,6495498.0,1501.25,1494.8,1638124200000
1506.7,1485.0,9312468.0,1489.9,1500.0,1637865000000
1533.3,1507.0,5125826.0,1525.95,1514.8,1637778600000
1536.35,1514.05,15401143.0,1518.05,1524.0,1637692200000
1527.8,1496.35,5617607.0,1515.55,1502.0,1637605800000
1552.7,1499.05,7630636.0,1515.35,1546.0,1637519400000
1543.5,1525.25,4576437.0,1539.4,1526.05,1637173800000
1544.0,1528.5,3799439.0,1530.8,1536.9,1637087400000
1557.2,1541.6,4122703.0,1548.0,1555.0,1637001000000
1571.85,1554.4,4766797.0,1557.25,1562.1,1636914600000
1559.05,1545.05,7457046.0,1553.0,1550.0,1636655400000
1554.9,1535.6,3999702.0,1548.3,1550.05,1636569000000
1569.0,1550.0,6857063.0,1555.25,1568.0,1636482600000
1594.6,1569.05,6347738.0,1572.25,1594.6,1636396200000
1604.7,1570.45,9471790.0,1600.25,1592.1,1636309800000
1597.85,1590.1,548404.0,1593.95,1595.0,1635964200000
1609.9,1575.55,5103669.0,1581.45,1605.1,1635877800000
1622.0,1600.05,6618861.0,1606.75,1606.0,1635791400000
1611.0,1583.55,4061160.0,1605.3,1585.0,1635705000000
1602.0,1560.0,6203437.0,1582.85,1590.0,1635445800000
1650.0,1587.15,8898875.0,1593.6,1650.0,1635359400000
1665.05,1637.3,6624821.0,1642.8,1652.75,1635273000000
1673.85,1646.35,6045328.0,1652.75,1650.0,1635186600000
1690.0,1613.8,8213383.0,1657.0,1690.0,1635100200000
1708.0,1670.75,6087777.0,1680.75,1680.1,1634841000000
1681.95,1660.85,4869095.0,1676.3,1671.8,1634754600000
1698.75,1664.45,5454284.0,1673.85,1689.1,1634668200000
1692.45,1671.0,4493770.0,1688.7,1675.45,1634581800000
1725.0,1667.05,14428228.0,1670.3,1705.0,1634495400000
1690.0,1638.0,7378644.0,1687.4,1638.0,1634149800000
1648.0,1630.0,3112822.0,1639.4,1637.0,1634063400000
1641.55,1625.0,4088473.0,1629.6,1625.0,1633977000000
1645.0,1599.0,6540424.0,1633.8,1599.9,1633890600000
1622.0,1600.15,3622781.0,1602.65,1612.0,1633631400000
1627.7,1607.0,5632862.0,1610.5,1626.6,1633545000000
1626.85,1587.0,9300415.0,1614.9,1596.0,1633458600000
1597.5,1576.25,5128589.0,1595.45,1592.0,1633372200000
1601.35,1583.6,3525514.0,1585.75,1589.0,1633285800000
1589.0,1565.25,5564298.0,1582.7,1583.0,1633026600000
1606.35,1583.1,7987674.0,1594.95,1586.0,1632940200000
1606.6,1585.15,8131518.0,1593.85,1597.0,1632853800000
1632.0,1582.0,6386895.0,1615.05,1632.0,1632767400000
1635.5,1608.0,8207731.0,1625.1,1615.7,1632681000000
1607.95,1575.0,10403351.0,1601.55,1579.0,1632421800000
1572.0,1542.0,6832152.0,1570.0,1542.0,1632335400000
1550.15,1530.0,5291101.0,1533.7,1549.0,1632249000000
1568.65,1528.95,7387498.0,1551.95,1562.0,1632162600000
1581.7,1558.0,4390805.0,1559.85,1564.0,1632076200000
1589.0,1559.2,10249051.0,1582.15,1569.0,1631817000000
1564.3,1536.3,5130275.0,1559.95,1537.75,1631730600000
1554.8,1535.0,7411499.0,1546.8,1535.0,1631644200000
1564.5,1546.6,4879253.0,1548.55,1560.0,1631557800000
1584.0,1553.65,4479582.0,1555.55,1562.0,1631471400000
1579.45,1561.0,4125474.0,1568.6,1574.0,1631125800000
1580.5,1565.6,3362040.0,1576.4,1571.95,1631039400000
1582.0,1555.2,3622748.0,1569.25,1562.5,1630953000000
1580.95,1561.95,3938448.0,1565.7,1579.95,1630866600000
1598.0,1568.3,5367667.0,1576.05,1586.1,1630607400000
1592.0,1571.25,4809262.0,1589.0,1574.1,1630521000000
1598.0,1574.5,6211279.0,1579.1,1575.0,1630434600000
1583.35,1562.2,6031288.0,1581.4,1563.5,1630348200000
1570.0,1551.6,4524583.0,1568.25,1555.6,1630261800000
1558.65,1545.25,3191069.0,1548.45,1552.0,1630002600000
1571.0,1543.45,5559501.0,1554.8,1550.0,1629916200000
1564.8,1548.0,3863987.0,1557.4,1552.1,1629829800000
1564.5,1527.45,9190657.0,1558.85,1530.0,1629743400000
1533.15,1508.65,5421527.0,1524.6,1529.85,1629657000000
1519.8,1486.05,6575203.0,1514.75,1486.05,1629397800000
1565.35,1508.35,11492966.0,1513.0,1556.7,1629225000000
1524.0,1505.3,4141333.0,1514.65,1517.2,1629138600000
1535.0,1521.45,3126389.0,1530.6,1526.15,1629052200000
1531.0,1501.0,8329214.0,1526.2,1501.2,1628793000000
1507.6,1489.3,4298837.0,1501.4,1497.0,1628706600000
1518.85,1491.05,6292893.0,1494.95,1514.9,1628620200000
1519.75,1489.0,7419173.0,1507.65,1489.0,1628533800000
1507.35,1476.0,5499024.0,1503.9,1492.0,1628447400000
1500.0,1474.0,6669635.0,1492.65,1483.55,1628188200000
1507.05,1457.4,9411204.0,1484.85,1467.1,1628101800000
1474.5,1440.0,11026974.0,1465.3,1441.0,1628015400000
1439.9,1410.0,6016560.0,1434.7,1410.0,1627929000000
1435.0,1416.25,6629393.0,1422.65,1435.0,1627842600000
1431.75,1407.95,5827744.0,1426.45,1419.0,1627583400000
1429.95,1413.3,6851115.0,1418.25,1428.25,1627497000000
1438.7,1404.0,10335171.0,1417.3,1435.05,1627410600000
1449.9,1436.1,11200715.0,1439.75,1436.1,1627324200000
1444.0,1428.1,6583583.0,1434.55,1430.0,1627237800000
1457.45,1435.3,6563342.0,1442.75,1451.5,1626978600000
1468.5,1445.0,6603557.0,1448.7,1456.1,1626892200000
1454.0,1436.15,12087125.0,1443.15,1442.0,1626719400000
1488.85,1466.0,12555800.0,1471.0,1487.0,1626633000000
1529.95,1518.8,2585314.0,1522.35,1527.95,1626373800000
1526.75,1499.65,5219401.0,1520.7,1505.0,1626287400000
1507.35,1491.1,4894247.0,1499.15,1497.5,1626201000000
1506.1,1484.1,9089071.0,1501.85,1496.1,1626114600000
1502.0,1484.0,7229489.0,1487.0,1502.0,1626028200000
1516.0,1497.5,5347921.0,1502.0,1512.55,1625769000000
1537.7,1513.45,4210461.0,1520.45,1525.0,1625682600000
1545.35,1527.7,4814595.0,1539.5,1534.0,1625596200000
1540.0,1496.0,8834516.0,1534.7,1497.0,1625509800000
1504.5,1484.55,3686941.0,1495.45,1489.95,1625423400000
1489.25,1477.0,7413518.0,1480.4,1485.0,1625164200000
1502.0,1483.0,8455721.0,1486.75,1502.0,1625077800000
1509.0,1494.1,4839511.0,1497.9,1498.0,1624991400000
1508.2,1492.15,5485846.0,1502.05,1507.0,1624905000000
1523.0,1505.0,4678393.0,1508.35,1520.0,1624818600000
1522.0,1507.0,5191588.0,1515.1,1511.1,1624559400000
1513.45,1488.0,7392512.0,1506.25,1490.0,1624473000000
1497.8,1478.6,3922434.0,1485.5,1490.0,1624386600000
1508.0,1480.0,7183412.0,1483.8,1497.0,1624300200000
1491.8,1459.0,3630236.0,1488.7,1461.35,1624213800000
1490.0,1455.0,5969030.0,1479.8,1469.5,1623954600000
1478.75,1460.0,4641901.0,1466.1,1466.0,1623868200000
1494.0,1478.1,3851049.0,1484.6,1488.0,1623781800000
1496.0,1474.8,3784801.0,1490.25,1486.0,1623695400000
1486.0,1462.55,4440982.0,1479.45,1478.25,1623609000000
1496.55,1481.05,3602987.0,1486.35,1491.0,1623349800000
1489.0,1473.65,5741770.0,1481.05,1482.1,1623263400000
1502.0,1472.05,5111721.0,1480.3,1483.9,1623177000000
1501.3,1481.5,4936270.0,1483.05,1496.55,1623090600000
1514.0,1496.0,4045834.0,1499.85,1510.0,1623004200000
1520.65,1499.2,4712238.0,1500.95,1516.0,1622745000000
1524.95,1487.75,5143630.0,1520.55,1508.0,1622658600000
1510.2,1493.0,5312008.0,1504.0,1510.0,1622572200000
1527.0,1507.25,5515081.0,1511.7,1520.3,1622485800000
1519.5,1487.5,7830527.0,1515.85,1500.0,1622399400000
1513.0,1478.75,8875010.0,1503.45,1490.9,1622140200000
1489.0,1462.45,10219748.0,1482.65,1473.1,1622053800000
1487.0,1470.0,6141995.0,1477.05,1480.0,1621967400000
1513.75,1470.5,9618487.0,1478.95,1510.5,1621881000000
1520.45,1498.5,11073051.0,1509.95,1503.25,1621794600000
1501.9,1443.0,9670823.0,1497.3,1443.0,1621535400000
1465.9,1428.5,5342092.0,1432.8,1458.35,1621449000000
1478.85,1452.55,5065458.0,1458.2,1470.2,1621362600000
1482.75,1455.0,11082640.0,1476.7,1458.95,1621276200000
1442.6,1381.3,7560346.0,1440.25,1395.15,1621189800000
1398.9,1382.35,5302071.0,1386.85,1394.35,1620930600000
1408.6,1388.85,6887463.0,1399.5,1399.75,1620757800000
1424.2,1395.05,7259517.0,1403.55,1396.0,1620671400000
1430.0,1412.8,5530025.0,1419.85,1427.0,1620585000000
1424.95,1410.25,6024167.0,1414.75,1412.95,1620325800000
1410.8,1395.0,5738522.0,1400.9,1407.6,1620239400000
1409.6,1381.7,7210806.0,1402.6,1401.0,1620153000000
1423.0,1383.3,10743164.0,1388.35,1409.95,1620066600000
1421.9,1377.3,11236850.0,1414.45,1393.0,1619980200000
1453.8,1407.5,17616451.0,1412.3,1445.0,1619721000000
1503.65,1461.0,12039276.0,1472.5,1486.2,1619634600000
1479.0,1431.0,12051970.0,1476.8,1436.25,1619548200000
1442.0,1404.8,10296453.0,1438.7,1407.25,1619461800000
1429.0,1402.75,15085476.0,1404.8,1413.0,1619375400000
1434.6,1400.2,11356764.0,1414.15,1409.0,1619116200000
1426.8,1371.05,19242656.0,1422.5,1380.0,1619029800000
1426.4,1383.95,11593135.0,1391.4,1425.0,1618857000000
1417.7,1372.3,12034621.0,1412.4,1390.0,1618770600000
1445.0,1423.5,7803263.0,1428.65,1434.95,1618511400000
1436.7,1391.0,17222492.0,1430.1,1405.0,1618425000000
1406.45,1361.0,9300341.0,1400.35,1368.0,1618252200000
1399.0,1353.0,11274564.0,1367.05,1393.0,1618165800000
1432.8,1415.1,14078908.0,1421.75,1426.0,1617906600000
1460.9,1430.5,8806796.0,1432.8,1453.0,1617820200000
1456.7,1421.55,12544090.0,1447.2,1439.3,1617733800000
1462.65,1432.65,7537867.0,1440.25,1460.0,1617647400000
1485.0,1431.0,8003293.0,1449.6,1480.0,1617561000000
1499.4,1465.0,17881881.0,1486.75,1499.4,1617215400000
1548.0,1488.0,15387253.0,1493.65,1548.0,1617129000000
1562.55,1501.55,12804032.0,1553.7,1506.65,1617042600000
1499.0,1474.0,6010629.0,1491.3,1494.0,1616697000000
1495.55,1450.25,11982178.0,1463.35,1490.2,1616610600000
1506.45,1471.0,8184450.0,1478.8,1490.9,1616524200000
1507.45,1469.1,9880714.0,1500.15,1470.0,1616437800000
1494.9,1460.4,7007816.0,1469.15,1494.9,1616351400000
1511.2,1474.05,10617510.0,1497.5,1485.0,1616092200000
1522.05,1481.15,9032770.0,1491.0,1511.75,1616005800000
1539.0,1490.2,10532214.0,1495.35,1524.25,1615919400000
1540.4,1510.0,6861183.0,1512.15,1530.9,1615833000000
1548.4,1515.3,6115242.0,1528.65,1548.4,1615746600000
1600.0,1535.05,7815602.0,1551.95,1600.0,1615487400000
1575.0,1552.15,5527508.0,1555.75,1572.0,1615314600000
1565.7,1538.25,7533348.0,1562.5,1545.0,1615228200000
1555.0,1512.5,7558525.0,1519.5,1542.0,1615141800000
1545.6,1521.1,8722911.0,1530.0,1531.0,1614882600000
1571.0,1539.1,8145719.0,1552.05,1548.55,1614796200000
1596.0,1565.0,5611205.0,1586.85,1584.0,1614709800000
1587.5,1551.0,8055019.0,1568.2,1575.7,1614623400000
1572.55,1540.7,6768009.0,1558.9,1564.0,1614537000000
1588.9,1521.0,13956423.0,1534.4,1587.05,1614277800000
1636.25,1602.0,10054785.0,1606.4,1609.75,1614191400000
1613.95,1516.25,7157166.0,1606.45,1526.5,1614105000000
1557.7,1522.65,9119953.0,1529.15,1553.75,1614018600000
1573.9,1539.45,14725919.0,1548.0,1545.05,1613932200000
1564.2,1533.0,8569754.0,1539.1,1545.0,1613673000000
1605.95,1548.0,7360280.0,1554.3,1605.95,1613586600000
1621.8,1583.0,6397213.0,1586.5,1620.0,1613500200000
1641.0,1608.45,6948679.0,1626.65,1621.2,1613413800000
1625.0,1596.7,5177622.0,1616.6,1600.1,1613327400000
1592.5,1573.0,4955053.0,1581.95,1573.9,1613068200000
1597.8,1564.2,6824309.0,1572.35,1582.0,1612981800000
1614.85,1567.0,9894003.0,1581.75,1608.35,1612895400000
1628.0,1586.7,9210683.0,1611.85,1610.0,1612809000000
1631.65,1595.7,8723790.0,1605.25,1620.0,1612722600000
1618.25,1548.0,13527358.0,1597.6,1548.0,1612463400000
1588.0,1543.45,12242342.0,1579.1,1566.0,1612377000000
1581.7,1542.0,10118627.0,1574.8,1579.0,1612290600000
1578.5,1497.4,21210103.0,1560.55,1501.0,1612204200000
1482.5,1401.0,13185272.0,1476.75,1410.25,1612117800000
1408.75,1364.5,14352251.0,1390.5,1391.35,1611858600000
1401.3,1342.0,21352223.0,1371.45,1389.9,1611772200000
1471.9,1406.15,11778138.0,1409.6,1468.0,1611685800000
1481.0,1455.15,10172359.0,1462.85,1465.1,1611513000000
1467.9,1440.15,7696182.0,1443.55,1467.9,1611253800000
1494.35,1468.15,13166527.0,1474.8,1492.0,1611167400000
1501.0,1486.0,6673026.0,1492.0,1501.0,1611081000000
1511.65,1467.0,8680127.0,1503.85,1491.8,1610994600000
1502.85,1467.0,21412816.0,1483.1,1469.9,1610908200000
1471.65,1445.0,7082618.0,1466.65,1469.1,1610649000000
1488.0,1456.0,6148583.0,1468.75,1471.15,1610562600000
1496.9,1462.1,8467325.0,1470.65,1492.9,1610476200000
1487.7,1449.1,10194078.0,1481.0,1452.45,1610389800000
1464.9,1436.3,8665696.0,1451.45,1450.0,1610303400000
1442.0,1423.1,6884382.0,1431.65,1432.0,1610044200000
1432.6,1412.55,9947421.0,1416.25,1432.5,1609957800000
1440.0,1413.1,11067025.0,1420.55,1435.0,1609871400000
1430.75,1409.0,7193412.0,1426.7,1419.2,1609785000000
1438.0,1399.0,7870096.0,1416.0,1438.0,1609698600000
1443.0,1420.6,4405469.0,1425.05,1440.0,1609439400000
1444.0,1425.05,11072875.0,1436.3,1435.0,1609353000000
1439.9,1413.0,8108363.0,1432.5,1439.9,1609266600000
1434.75,1420.0,7247673.0,1427.2,1421.05,1609180200000
1421.0,1404.0,5849597.0,1412.85,1405.0,1609093800000
1404.0,1377.0,7476094.0,1397.1,1389.4,1608748200000
1380.95,1361.05,7733697.0,1375.65,1367.5,1608661800000
1384.8,1345.0,11425779.0,1373.1,1384.8,1608575400000
1423.85,1366.7,11880912.0,1372.65,1417.5,1608489000000
1439.7,1406.3,11497959.0,1411.35,1435.0,1608229800000
1445.0,1404.5,10962239.0,1441.8,1418.6,1608143400000
1416.8,1394.5,8416046.0,1410.7,1404.0,1608057000000
1394.95,1366.0,10780718.0,1391.3,1380.8,1607970600000
1388.0,1368.0,8611025.0,1372.15,1383.0,1607884200000
1395.0,1373.0,10678192.0,1382.8,1390.05,1607625000000
1402.0,1375.75,9863983.0,1385.85,1398.0,1607538600000
1410.05,1375.05,11034537.0,1407.2,1377.0,1607452200000
1388.8,1365.15,9728948.0,1376.3,1375.0,1607365800000
1379.95,1358.1,12158159.0,1372.25,1375.0,1607279400000
1401.45,1373.3,13456161.0,1385.6,1381.0,1607020200000
1432.0,1374.05,18966611.0,1377.2,1429.0,1606933800000
1431.8,1394.8,8946075.0,1406.95,1431.0,1606847400000
1449.0,1425.5,8573787.0,1433.3,1440.85,1606761000000
1446.0,1415.55,8997290.0,1440.85,1431.8,1606415400000
1432.0,1387.0,13971563.0,1426.65,1415.0,1606329000000
1464.4,1397.0,12076301.0,1402.8,1451.3,1606242600000
1445.0,1402.05,20077200.0,1438.2,1408.0,1606156200000
1423.65,1375.35,12623318.0,1394.6,1415.0,1606069800000
1408.4,1365.05,10202681.0,1403.65,1372.65,1605810600000
1399.45,1368.0,10133441.0,1374.35,1389.7,1605724200000
1419.0,1399.05,9431388.0,1408.7,1403.0,1605637800000
1412.6,1380.6,15529950.0,1408.45,1385.8,1605551400000
1374.95,1365.2,917533.0,1369.7,1367.8,1605292200000
1368.8,1347.0,11236240.0,1358.8,1368.8,1605205800000
1388.55,1360.0,13526974.0,1371.7,1377.4,1605119400000
1414.8,1370.5,18058097.0,1389.95,1399.9,1605033000000
1395.0,1351.55,20758678.0,1393.65,1357.0,1604946600000
1345.95,1315.2,13144220.0,1340.55,1315.2,1604860200000
1310.0,1265.5,17852862.0,1307.65,1266.25,1604601000000
1276.0,1252.35,10716964.0,1269.2,1266.0,1604514600000
1264.8,1230.0,11702411.0,1257.4,1252.0,1604428200000
1250.75,1225.5,14082115.0,1247.95,1226.45,1604341800000
1225.0,1177.5,10963040.0,1215.25,1194.35,1604255400000
1199.3,1176.35,5761470.0,1183.55,1182.55,1603996200000
1204.45,1178.5,11530152.0,1187.2,1200.6,1603909800000
1232.0,1201.5,8285625.0,1209.6,1228.0,1603823400000
1236.0,1197.85,12158922.0,1233.1,1226.0,1603737000000
1242.0,1204.6,9786023.0,1210.9,1229.8,1603650600000
1248.45,1231.2,7933126.0,1235.8,1243.5,1603391400000
1250.0,1223.0,10956548.0,1233.3,1239.95,1603305000000
1251.0,1221.7,17820565.0,1246.7,1230.6,1603218600000
1227.4,1205.9,13705994.0,1223.95,1207.5,1603132200000
1235.0,1192.6,21179884.0,1203.55,1235.0,1603045800000
1203.5,1173.0,12911559.0,1199.35,1180.0,1602786600000
1217.0,1164.0,14123569.0,1169.25,1214.2,1602700200000
1214.3,1175.5,11291473.0,1211.5,1195.55,1602613800000
1222.45,1195.0,9177015.0,1198.45,1213.4,1602527400000
1242.75,1205.6,9610277.0,1213.65,1231.55,1602441000000
1237.0,1191.65,22486215.0,1233.55,1201.0,1602181800000
1203.0,1163.35,17530368.0,1191.8,1180.0,1602095400000
1164.85,1137.6,10624527.0,1162.25,1144.9,1602009000000
1148.0,1126.2,9685997.0,1144.1,1135.05,1601922600000
1132.0,1111.0,8470109.0,1114.35,1112.0,1601836200000
1110.0,1090.1,10601566.0,1106.95,1090.1,1601490600000
1086.9,1052.0,9407038.0,1078.6,1060.0,1601404200000
1069.9,1051.0,6322274.0,1062.55,1058.0,1601317800000
1059.0,1042.65,8076211.0,1054.2,1048.95,1601231400000
1051.95,1025.65,10160775.0,1044.0,1050.0,1600972200000
1047.0,1025.0,9904895.0,1030.4,1038.0,1600885800000
1055.0,1034.35,8039935.0,1047.25,1046.0,1600799400000
1058.15,1029.5,9310339.0,1035.4,1054.05,1600713000000
1071.35,1041.5,9921439.0,1049.3,1055.0,1600626600000
1092.2,1047.2,11740889.0,1057.3,1092.0,1600367400000
1094.0,1078.0,9159413.0,1083.6,1084.0,1600281000000
1096.0,1068.35,9355126.0,1093.65,1070.2,1600194600000
1076.15,1058.1,8252566.0,1070.5,1068.0,1600108200000
1094.0,1052.35,10825874.0,1057.95,1088.0,1600021800000
1104.85,1071.0,10397545.0,1078.65,1096.45,1599762600000
1104.85,1084.0,7594209.0,1090.55,1103.0,1599676200000
1110.0,1091.25,7864545.0,1096.5,1101.0,1599589800000
1118.8,1103.0,7312460.0,1112.45,1114.0,1599503400000
1119.5,1099.0,8807764.0,1110.5,1116.3,1599417000000
1125.4,1104.4,11830686.0,1119.3,1110.0,1599157800000
1145.95,1128.0,9916701.0,1130.9,1137.25,1599071400000
1139.0,1120.7,9880855.0,1134.15,1124.1,1598985000000
1143.6,1108.0,14438949.0,1127.3,1128.0,1598898600000
1148.8,1100.7,19250721.0,1115.85,1129.5,1598812200000
1125.0,1095.0,19349069.0,1114.5,1111.95,1598553000000
1129.9,1106.25,10323015.0,1112.1,1125.8,1598466600000
1131.75,1109.5,12595131.0,1118.45,1121.0,1598380200000
1127.0,1106.2,13800972.0,1119.7,1119.0,1598293800000
1122.95,1085.65,18389929.0,1117.05,1086.0,1598207400000
1088.8,1064.6,14462237.0,1085.65,1065.4,1597948200000
1068.95,1052.0,9608591.0,1059.0,1054.95,1597861800000
1069.8,1056.25,8858056.0,1066.6,1065.0,1597775400000
1061.65,1022.0,12020562.0,1056.5,1028.0,1597689000000
1047.0,1020.2,9780591.0,1032.75,1047.0,1597602600000
1065.9,1027.3,10462350.0,1034.45,1065.9,1597343400000
1071.35,1056.5,9946370.0,1059.05,1067.95,1597257000000
1066.0,1048.0,10333222.0,1063.7,1065.0,1597170600000
1071.0,1048.5,10068150.0,1066.65,1048.5,1597084200000
1064.0,1043.8,11086465.0,1050.65,1044.0,1596997800000
1047.2,1020.6,12418816.0,1043.85,1034.85,1596738600000
1055.0,1026.25,16823558.0,1040.7,1037.0,1596652200000
1055.8,1020.0,16610696.0,1027.55,1047.95,1596565800000
1061.05,1003.0,30153418.0,1041.65,1008.0,1596479400000
1026.95,993.0,15891781.0,1002.0,1025.95,1596393000000
1057.7,1020.05,18865230.0,1032.8,1057.7,1596133800000
1083.65,1046.7,13478951.0,1050.65,1074.0,1596047400000
1088.5,1055.55,16796652.0,1064.6,1081.0,1595961000000
1094.4,1059.5,17798330.0,1086.65,1079.0,1595874600000
1103.0,1075.35,18985167.0,1079.5,1099.85,1595788200000
1122.9,1101.25,9799222.0,1119.1,1122.9,1595529000000
1143.9,1116.25,10074805.0,1130.4,1125.0,1595442600000
1144.5,1117.55,12359024.0,1126.35,1138.5,1595356200000
1157.95,1134.0,23757768.0,1138.55,1152.05,1595269800000
1152.9,1124.15,32562064.0,1133.05,1135.0,1595183400000
1104.0,1058.3,14202933.0,1098.45,1059.05,1594924200000
1065.5,1034.1,11831256.0,1062.55,1053.65,1594837800000
